file_id,loc,sloc,cyclomatic_avg,cyclomatic_max,function_count,class_count,nesting_depth_max,nesting_depth_avg,comment_ratio,avg_var_name_len,unique_var_count,halstead_vocab,parse_error,quality_score,label
code_0095,47,39,1.4285714285714286,2,5,2,1,1.0,0.0,8.5556,9,0,False,0.1604,Good
code_0096,72,61,1.75,2,4,0,1,1.0,0.0,5.1538,13,0,False,0.2724,Good
code_0097,49,40,1.3333333333333333,2,3,0,1,1.0,0.0,5.4286,7,0,False,0.2235,Good
code_0098,53,41,3.25,5,3,1,2,1.1429,0.0,7.0,6,0,False,0.4215,Moderate
code_0099,79,53,2.4,5,5,0,2,1.4286,0.0379746835443038,7.0,10,0,False,0.3811,Moderate
code_0100,46,35,2.0,3,3,0,2,1.25,0.0652173913043478,8.2,5,0,False,0.2742,Good
code_0101,65,48,2.333333333333333,4,6,0,3,1.5714,0.0615384615384615,8.5714,7,0,False,0.3499,Good
code_0102,53,39,1.4,3,5,0,2,1.3333,0.0566037735849056,6.6667,3,0,False,0.2451,Good
code_0103,69,51,1.4,3,5,0,2,1.3333,0.0434782608695652,7.0,4,0,False,0.2675,Good
code_0104,99,73,2.25,4,4,0,1,1.0,0.0,8.5833,24,0,False,0.3403,Good
code_0105,61,45,1.6666666666666667,3,3,0,1,1.0,0.0,5.7,10,0,False,0.2738,Good
code_0106,93,65,1.4285714285714286,3,7,0,1,1.0,0.032258064516129,7.2143,14,0,False,0.2394,Good
code_0107,96,77,3.5,5,2,0,1,1.0,0.0,5.0,13,0,False,0.4932,Moderate
code_0108,94,66,2.0,6,6,0,5,2.4286,0.0212765957446808,6.2727,11,0,False,0.51,Moderate
code_0109,69,53,4.5,8,3,1,6,2.9091,0.0,6.6,5,0,False,0.7453,Bad
code_0110,43,31,2.25,4,3,1,3,1.5,0.0,5.7143,7,0,False,0.3683,Moderate
code_0111,65,49,2.5,5,5,1,3,1.5714,0.0,4.5714,7,0,False,0.428,Moderate
code_0112,89,68,2.625,6,7,1,4,2.0833,0.0,7.3846,13,0,False,0.4872,Moderate
code_0113,77,54,2.2,4,5,0,1,1.0,0.0,5.7222,18,0,False,0.3249,Good
code_0114,35,26,2.0,3,3,0,2,1.2,0.0285714285714285,6.0,4,0,False,0.2888,Good
code_0115,61,42,5.333333333333333,9,3,0,3,1.4545,0.0163934426229508,4.8,5,0,False,0.7052,Bad
code_0116,55,40,3.5,6,4,0,2,1.2857,0.0181818181818181,5.0909,11,0,False,0.4702,Moderate
code_0117,55,41,2.0,4,4,0,1,1.0,0.0181818181818181,6.5,4,0,False,0.292,Good
code_0118,75,58,3.0,5,4,0,3,1.5556,0.0133333333333333,4.7143,7,0,False,0.4896,Moderate
code_0119,54,43,2.6666666666666665,6,3,0,4,2.2,0.0,7.6154,13,0,False,0.4906,Moderate
code_0120,51,42,1.5,2,2,0,1,1.0,0.0,7.2857,7,0,False,0.2315,Good
code_0121,54,41,2.0,3,4,0,2,1.25,0.0,7.625,16,0,False,0.2958,Good
code_0122,79,61,2.8,4,5,0,4,1.9231,0.0,6.8333,18,0,False,0.4725,Moderate
code_0123,85,68,1.75,3,6,2,1,1.0,0.0,8.0,4,0,False,0.2512,Good
code_0124,58,37,2.0,3,4,0,1,1.0,0.0172413793103448,4.3333,3,0,False,0.2897,Good
code_0125,57,43,4.0,7,2,0,1,1.0,0.0175438596491228,5.6667,3,0,False,0.5081,Moderate
code_0126,101,74,2.25,5,4,0,2,1.4286,0.0,5.6471,34,0,False,0.4155,Moderate
code_0127,56,42,1.4,3,5,0,2,1.5,0.0,3.8571,14,0,False,0.2856,Good
code_0128,78,55,3.333333333333333,6,3,0,2,1.5,0.0,5.9565,23,0,False,0.4909,Moderate
code_0129,165,130,1.9230769230769231,3,10,3,2,1.3,0.0121212121212121,6.7647,17,0,False,0.3543,Moderate
code_0130,158,117,1.4444444444444444,3,9,0,2,1.125,0.0063291139240506,6.7586,29,0,False,0.3453,Good
code_0131,238,180,2.076923076923077,4,13,0,1,1.0,0.0042016806722689,4.7368,19,0,False,0.4715,Moderate
code_0132,211,164,1.6666666666666667,6,9,0,1,1.0,0.0047393364928909,5.4286,14,0,False,0.4818,Moderate
code_0133,173,137,1.6,2,5,0,1,1.0,0.0231213872832369,4.6667,9,0,False,0.385,Moderate
code_0134,127,87,1.75,4,11,1,2,1.2857,0.0314960629921259,4.9474,19,0,False,0.3269,Good
code_0135,135,91,2.090909090909091,4,11,0,4,1.55,0.0518518518518518,6.3333,18,0,False,0.4212,Moderate
code_0136,152,99,1.9,4,10,0,4,1.5625,0.0328947368421052,6.6,25,0,False,0.4355,Moderate
code_0137,208,153,1.5833333333333333,3,12,0,1,1.0,0.0336538461538461,7.2105,19,0,False,0.3564,Moderate
code_0138,52,34,2.0,3,2,0,3,2.1667,0.0192307692307692,5.7,10,0,False,0.3671,Moderate
code_0139,96,71,2.0,4,3,0,1,1.0,0.0104166666666666,6.3846,13,0,False,0.3495,Good
code_0140,93,62,2.25,4,4,0,3,1.4286,0.010752688172043,10.2105,19,0,False,0.3864,Moderate
code_0141,102,69,2.75,5,4,0,1,1.0,0.0098039215686274,5.95,20,0,False,0.412,Moderate
code_0142,101,68,4.25,8,4,0,2,1.5,0.0099009900990099,5.5,22,0,False,0.6103,Bad
code_0143,83,64,1.2,2,5,0,1,1.0,0.0120481927710843,10.125,8,0,False,0.2021,Good
code_0144,157,122,1.0,1,2,0,1,1.0,0.0063694267515923,9.3333,6,0,False,0.301,Good
code_0145,70,50,1.5,2,2,0,1,1.0,0.0142857142857142,6.5,2,0,False,0.2571,Good
code_0146,128,73,1.6,3,6,0,1,1.0,0.1484375,7.0,29,0,False,0.2406,Good
code_0147,91,69,1.4,2,5,0,2,1.25,0.0879120879120879,6.625,8,0,False,0.2593,Good
code_0148,57,44,3.0,5,2,0,3,1.8,0.0526315789473684,9.125,8,0,False,0.4389,Moderate
code_0149,84,61,2.0,3,2,1,1,1.0,0.1071428571428571,10.1667,12,0,False,0.246,Good
code_0150,83,59,2.2,4,4,1,1,1.0,0.0963855421686747,6.3636,11,0,False,0.2937,Good
code_0151,67,51,1.1666666666666667,2,8,0,1,1.0,0.0746268656716417,10.0,2,0,False,0.1375,Good
code_0152,124,95,1.6470588235294117,4,13,4,2,1.4286,0.0483870967741935,7.3636,11,0,False,0.2525,Good
code_0153,53,43,1.75,3,6,2,2,1.3333,0.0188679245283018,5.4,5,0,False,0.2578,Good
code_0154,44,35,2.0,3,4,1,1,1.0,0.0454545454545454,6.6,5,0,False,0.2348,Good
code_0155,35,29,1.8333333333333333,3,4,2,1,1.0,0.0285714285714285,6.75,4,0,False,0.2053,Good
code_0156,34,22,1.6,3,4,1,1,1.0,0.1176470588235294,9.0,5,0,False,0.1481,Good
code_0157,62,47,6.0,6,1,0,4,2.2,0.064516129032258,8.375,16,0,False,0.7027,Bad
code_0158,45,40,2.5,3,2,0,4,2.2,0.0,9.7,10,0,False,0.4061,Moderate
code_0159,35,24,1.0,1,1,0,1,1.0,0.1428571428571428,4.5,4,0,False,0.1337,Good
code_0160,32,25,1.0,1,2,0,1,1.0,0.03125,7.1429,7,0,False,0.1423,Good
code_0161,35,25,3.0,3,1,0,2,1.5,0.0857142857142857,6.5,4,0,False,0.3513,Moderate
code_0162,54,51,1.0,1,2,0,1,1.0,0.0,10.0,3,0,False,0.1701,Good
code_0163,32,23,2.0,2,1,0,2,1.3333,0.09375,8.0,5,0,False,0.2441,Good
code_0164,40,32,1.0,1,1,0,1,1.0,0.075,3.0,2,0,False,0.1803,Good
code_0165,36,32,1.0,1,1,0,1,1.0,0.0,12.3333,3,0,False,0.1338,Good
code_0166,46,40,1.0,1,1,0,1,1.0,0.0,7.0,2,0,False,0.1877,Good
code_0167,22,17,1.6,3,4,1,2,1.3333,0.0,7.0,1,0,False,0.233,Good
code_0168,21,18,1.0,1,1,0,1,1.0,0.0476190476190476,15.0,1,0,False,0.077,Good
code_0169,19,16,1.0,1,1,0,1,1.0,0.0526315789473684,10.0,1,0,False,0.1095,Good
code_0170,21,18,1.0,1,1,0,1,1.0,0.0476190476190476,12.0,1,0,False,0.0994,Good
code_0171,16,13,1.0,1,1,0,1,1.0,0.0625,14.0,1,0,False,0.0718,Good
code_0172,34,30,1.25,2,3,1,2,1.5,0.0,6.2857,7,0,False,0.2205,Good
code_0173,25,21,2.25,3,3,1,2,1.3333,0.0,6.0,9,0,False,0.2896,Good
code_0174,21,18,4.5,5,1,1,1,1.0,0.0,7.0,3,0,False,0.4471,Moderate
code_0175,22,16,2.25,3,3,1,1,1.0,0.0454545454545454,6.5556,9,0,False,0.226,Good
code_0176,20,15,3.333333333333333,5,2,1,2,1.25,0.05,10.5,4,0,False,0.3506,Moderate
code_0177,27,23,1.0,1,0,0,0,0.0,0.0,6.0,11,0,False,0.1185,Good
code_0178,28,23,1.0,1,0,0,0,0.0,0.0,5.8,5,0,False,0.1256,Good
code_0179,19,15,1.0,1,0,0,0,0.0,0.0,7.5,2,0,False,0.1028,Good
code_0180,23,17,1.0,1,0,0,0,0.0,0.0,8.4286,7,0,False,0.0965,Good
code_0181,18,14,1.0,1,0,0,0,0.0,0.0,6.0,4,0,False,0.1109,Good
code_0182,25,19,1.5,2,2,0,2,1.4,0.0,7.6667,6,0,False,0.232,Good
code_0183,31,23,1.0,1,1,0,1,1.0,0.0,4.6667,3,0,False,0.1811,Good
code_0184,31,26,2.5,3,3,1,3,1.4286,0.0,5.875,8,0,False,0.3484,Good
code_0185,26,21,5.0,5,1,0,3,1.6667,0.0,9.375,8,0,False,0.552,Moderate
code_0186,37,33,2.5,4,3,1,3,1.6,0.0,7.0,4,0,False,0.3757,Moderate
code_0187,33,27,1.0,1,1,0,1,1.0,0.0,6.8333,6,0,False,0.1668,Good
code_0188,26,21,2.0,2,1,0,1,1.0,0.0,5.0,7,0,False,0.2552,Good
code_0189,25,20,1.0,1,1,0,1,1.0,0.0,6.0,4,0,False,0.1635,Good
code_0190,39,33,2.0,3,2,0,2,1.3333,0.0,7.5,4,0,False,0.3064,Good
code_0191,34,27,1.0,1,2,0,1,1.0,0.0,12.0,10,0,False,0.118,Good
code_0192,58,51,1.0,1,3,0,1,1.0,0.0,6.0,4,0,False,0.1945,Good
code_0193,49,42,1.0,1,1,0,1,1.0,0.0,3.5,2,0,False,0.2175,Good
code_0194,25,18,3.0,5,2,0,3,1.8,0.04,3.6667,3,0,False,0.445,Moderate
code_0195,32,26,2.0,3,3,0,1,1.0,0.0,6.75,4,0,False,0.2564,Good
code_0196,26,20,1.0,1,1,0,1,1.0,0.0,9.7,10,0,False,0.132,Good
code_0197,26,21,3.0,3,1,0,2,1.3333,0.0384615384615384,6.8,5,0,False,0.352,Moderate
code_0198,21,16,2.0,2,1,0,1,1.0,0.0476190476190476,7.75,4,0,False,0.2125,Good
code_0199,19,13,2.0,2,1,0,1,1.0,0.0526315789473684,5.6667,6,0,False,0.2211,Good
code_0200,24,19,1.25,2,3,1,1,1.0,0.0416666666666666,7.5,4,0,False,0.1427,Good
code_0201,30,25,2.5,4,3,1,3,1.6,0.0333333333333333,7.8,5,0,False,0.3461,Good
code_0202,117,90,2.0,4,10,1,3,1.4286,0.0512820512820512,7.5455,11,0,False,0.358,Moderate
code_0203,121,89,3.0,6,6,1,2,1.3636,0.0578512396694214,7.4737,19,0,False,0.4574,Moderate
code_0204,110,83,2.5,7,9,1,3,1.3333,0.0636363636363636,6.6667,6,0,False,0.4516,Moderate
code_0205,175,136,2.6923076923076925,7,12,1,3,1.3704,0.0514285714285714,6.6,20,0,False,0.5223,Moderate
code_0206,125,100,1.9230769230769231,3,12,2,3,1.5,0.048,6.9048,21,0,False,0.3166,Good
code_0207,66,50,4.0,6,3,0,3,1.5714,0.0757575757575757,6.5,8,0,False,0.5338,Moderate
code_0208,68,52,2.1666666666666665,6,5,1,2,1.5,0.0735294117647058,6.9375,16,0,False,0.3467,Good
code_0209,58,46,2.0,4,4,1,2,1.25,0.0517241379310344,6.625,8,0,False,0.3039,Good
code_0210,74,57,2.0,4,5,1,1,1.0,0.0135135135135135,6.24,25,0,False,0.2837,Good
code_0211,73,59,2.0,4,5,1,3,1.6,0.0136986301369863,5.2667,15,0,False,0.3726,Moderate
code_0212,40,23,3.0,3,1,0,2,1.25,0.225,3.75,8,0,False,0.3159,Good
code_0213,34,23,2.0,2,1,0,2,1.5,0.1470588235294117,2.625,8,0,False,0.2674,Good
code_0214,62,44,3.0,3,1,0,2,1.4,0.1290322580645161,7.6667,12,0,False,0.353,Moderate
code_0215,36,25,3.0,3,1,0,3,1.8,0.1388888888888889,9.5714,7,0,False,0.3443,Good
code_0216,49,29,2.0,2,1,0,2,1.3333,0.1836734693877551,8.4545,11,0,False,0.2213,Good
code_0217,67,43,2.6666666666666665,6,3,0,2,1.4,0.1492537313432835,7.1111,9,0,False,0.3769,Moderate
code_0218,108,89,1.0,1,1,0,1,1.0,0.0462962962962962,9.75,4,0,False,0.2313,Good
code_0219,92,65,1.0,1,1,0,1,1.0,0.108695652173913,9.3333,3,0,False,0.1843,Good
code_0220,55,32,1.2,2,4,1,1,1.0,0.1818181818181818,11.875,8,0,False,0.079,Good
code_0221,53,39,4.5,7,2,0,2,1.25,0.0943396226415094,8.3333,9,0,False,0.5182,Moderate
code_0222,34,25,3.0,3,2,0,2,1.4,0.0,7.5,4,0,False,0.3641,Moderate
code_0223,45,34,2.5,3,2,0,2,1.25,0.0444444444444444,6.8889,9,0,False,0.3275,Good
code_0224,40,33,2.0,2,2,0,1,1.0,0.025,7.4444,9,0,False,0.2375,Good
code_0225,61,42,5.0,9,2,0,1,1.0,0.0983606557377049,9.0714,14,0,False,0.5522,Moderate
code_0226,61,46,3.5,6,2,0,1,1.0,0.0655737704918032,9.0,6,0,False,0.4162,Moderate
code_0227,64,44,2.0,3,3,0,2,1.25,0.09375,12.4286,7,0,False,0.2515,Good
code_0228,56,43,1.5,2,2,0,1,1.0,0.0535714285714285,10.8,5,0,False,0.1923,Good
code_0229,63,46,2.333333333333333,3,3,0,2,1.25,0.0793650793650793,9.2222,9,0,False,0.3012,Good
code_0230,114,86,1.6666666666666667,3,8,4,2,1.2,0.0701754385964912,8.2222,18,0,False,0.2355,Good
code_0231,96,75,1.9,4,7,3,2,1.3333,0.0625,8.1739,23,0,False,0.2714,Good
code_0232,99,73,1.7,4,5,5,2,1.6,0.0909090909090909,9.125,16,0,False,0.243,Good
code_0233,119,96,2.0,4,4,4,4,1.7778,0.0336134453781512,8.9259,27,0,False,0.393,Moderate
code_0234,106,84,1.75,3,5,3,2,1.3333,0.0377358490566037,8.1429,21,0,False,0.2827,Good
code_0235,51,39,2.0,3,3,0,2,1.3333,0.0784313725490196,7.0,5,0,False,0.2867,Good
code_0236,39,31,1.0,1,3,0,1,1.0,0.0512820512820512,10.5,4,0,False,0.114,Good
code_0237,50,40,3.0,5,2,0,4,2.2,0.08,11.0,2,0,False,0.4501,Moderate
code_0238,37,28,1.0,1,2,0,1,1.0,0.054054054054054,12.0,2,0,False,0.1079,Good
code_0239,34,25,1.0,1,2,0,1,1.0,0.0588235294117647,12.0,2,0,False,0.1018,Good
code_0240,57,36,3.0,3,1,0,1,1.0,0.1403508771929824,6.1667,6,0,False,0.3169,Good
code_0241,58,41,2.5,3,2,0,2,1.25,0.1034482758620689,10.25,8,0,False,0.2972,Good
code_0242,97,69,2.0,2,3,0,1,1.0,0.1134020618556701,5.7692,13,0,False,0.277,Good
code_0243,55,40,2.0,3,2,0,1,1.0,0.109090909090909,6.0,5,0,False,0.2576,Good
code_0244,57,42,3.0,3,1,0,1,1.0,0.087719298245614,9.6667,9,0,False,0.3113,Good
code_0245,66,48,2.2,4,4,1,2,1.1667,0.0757575757575757,6.1667,6,0,False,0.3195,Good
code_0246,61,49,2.0,4,4,1,2,1.3333,0.0491803278688524,8.7143,7,0,False,0.2961,Good
code_0247,68,49,2.0,4,4,1,3,1.75,0.088235294117647,10.6667,6,0,False,0.3132,Good
code_0248,85,67,2.0,3,4,1,1,1.0,0.0705882352941176,9.25,4,0,False,0.2611,Good
code_0249,62,44,2.4,6,4,1,3,1.6,0.0967741935483871,7.75,4,0,False,0.3877,Moderate
code_0250,74,49,1.5,2,4,0,1,1.0,0.1486486486486486,6.3636,11,0,False,0.189,Good
code_0251,105,86,1.3333333333333333,2,3,0,1,1.0,0.0857142857142857,9.0,5,0,False,0.243,Good
code_0252,105,82,1.5,3,4,0,1,1.0,0.0666666666666666,7.5,12,0,False,0.2756,Good
code_0253,136,122,3.333333333333333,8,3,0,1,1.0,0.0220588235294117,6.8333,6,0,False,0.5787,Moderate
code_0254,87,55,2.1666666666666665,6,5,1,2,1.25,0.1954022988505747,6.625,8,0,False,0.324,Good
code_0255,77,60,6.5,11,3,1,5,2.7143,0.0519480519480519,5.3333,9,0,False,0.8992,Bad
code_0256,76,52,4.0,5,3,1,5,2.0,0.0789473684210526,5.5556,9,0,False,0.5857,Moderate
code_0257,71,59,3.5,11,5,1,3,1.9,0.0140845070422535,7.5714,7,0,False,0.6019,Bad
code_0258,79,66,3.333333333333333,9,5,1,5,2.3636,0.0126582278481012,6.3333,12,0,False,0.6391,Bad
code_0259,68,51,2.0,4,4,1,3,1.8571,0.0294117647058823,7.15,20,0,False,0.3529,Moderate
